Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Library Usage,Sleep hours,Classroom engagement level,Peer interaction level,"Device used for studing_Laptops, Mobile","Device used for studing_Laptops, Mobile, Text books","Device used for studing_Laptops, Text books",Device used for studing_Mobile,"Device used for studing_Mobile, Text books",Device used for studing_Text books
0,3.7,80.4,76.04,80.62,80.35,83.92,87.52,90.55,89.9,94.33,85.4,4,1,0,,2-4 hrs,2,1,False,False,False,False,False,True
0,5.4,92.4,50.08,54.8,55.03,53.18,54.9,52.09,53.31,54.24,53.45,5,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
1,5.0,88.9,83.59,77.22,74.91,76.38,72.9,69.84,67.81,65.59,73.53,6,1,0,,>8 hrs,1,2,False,False,False,False,False,False
0,7.0,83.8,62.6,62.84,63.45,66.23,66.66,65.6,65.85,65.9,64.89,5,1,1,,2-4 hrs,2,0,True,False,False,False,False,False
1,6.1,74.9,52.19,51.64,52.66,51.57,54.94,48.45,52.39,48.86,51.59,5,1,0,,6-8 hrs,2,0,True,False,False,False,False,False
2,6.4,74.3,59.58,57.5,60.59,59.1,57.43,56.84,55.83,55.9,57.85,4,1,0,,4-6 hrs,0,1,False,False,False,False,False,True
0,5.2,84.0,64.37,59.71,57.83,60.18,54.1,54.98,53.67,51.31,57.02,2,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
1,1.7,87.6,78.51,78.7,77.91,78.34,78.07,77.09,80.77,78.69,78.51,2,0,1,,6-8 hrs,1,0,False,False,False,False,False,False
0,4.1,85.1,57.41,55.22,52.82,44.19,47.51,47.13,46.44,42.47,49.15,9,1,0,,4-6 hrs,2,0,False,False,False,True,False,False
0,6.6,73.7,47.7,51.19,52.65,49.07,53.16,52.97,54.21,54.0,51.87,5,1,0,,>8 hrs,2,1,False,False,False,False,True,False
1,4.4,87.2,72.81,76.64,77.02,80.99,79.26,87.18,88.27,82.94,80.64,1,1,1,,2-4 hrs,0,1,True,False,False,False,False,False
0,5.5,85.4,60.48,60.04,55.62,59.44,56.82,56.43,59.13,55.51,57.93,3,0,1,,>8 hrs,1,2,False,False,False,False,False,True
0,3.9,73.4,54.43,56.5,52.05,57.8,56.12,56.82,56.62,54.25,55.57,6,1,0,,2-4 hrs,2,1,False,False,False,False,True,False
1,2.4,75.7,64.49,65.59,64.09,61.26,58.86,60.84,55.47,54.79,60.67,1,1,0,,6-8 hrs,1,1,False,False,False,False,False,True
0,4.3,87.5,51.43,52.44,48.21,44.12,42.73,42.84,43.06,42.56,45.92,6,1,1,,6-8 hrs,1,0,False,False,False,True,False,False
1,5.1,80.1,51.15,50.76,47.82,46.32,42.52,42.31,42.13,36.79,44.98,5,1,1,,4-6 hrs,1,0,False,False,False,True,False,False
0,3.2,94.7,64.64,64.05,64.74,55.19,55.37,55.46,52.85,52.41,58.09,4,1,1,,2-4 hrs,0,0,False,True,False,False,False,False
2,4.0,86.0,72.67,70.42,71.79,70.26,67.6,73.16,74.24,77.04,72.15,4,1,0,,4-6 hrs,0,0,True,False,False,False,False,False
0,2.6,78.1,68.62,73.31,68.89,72.17,71.07,72.31,71.95,71.42,71.22,1,0,0,,6-8 hrs,0,1,False,False,False,False,False,False
1,6.7,81.9,47.37,52.62,54.14,56.85,60.97,65.0,64.25,62.43,57.95,5,1,1,,6-8 hrs,0,1,False,False,False,False,True,False
0,3.9,82.5,78.1,73.47,72.1,70.67,68.82,61.83,62.68,64.53,69.03,0,1,1,,4-6 hrs,0,1,False,False,True,False,False,False
0,7.4,76.2,77.45,82.43,76.49,72.49,81.02,81.3,80.31,76.88,78.55,2,1,1,,<2 hrs,2,1,False,False,False,False,False,False
1,7.6,74.7,51.47,47.99,52.64,50.19,52.15,53.82,53.93,51.65,51.73,5,1,1,,6-8 hrs,1,0,False,False,False,False,False,True
0,4.3,87.6,73.53,78.05,78.46,76.64,75.04,73.02,76.31,73.44,75.56,4,1,0,,6-8 hrs,1,1,False,False,False,False,False,False
1,2.5,88.8,65.8,63.94,62.27,62.26,62.04,62.03,61.06,63.83,62.9,6,0,0,,6-8 hrs,1,1,False,False,False,False,False,False
0,0.5,86.8,64.57,68.06,66.09,68.58,68.77,70.33,75.3,75.29,69.62,5,1,1,,4-6 hrs,2,2,False,False,False,True,False,False
1,1.6,94.1,62.94,60.28,55.49,53.15,53.4,48.5,50.68,41.64,53.26,4,1,1,,6-8 hrs,1,2,False,False,False,False,True,False
1,1.8,77.7,51.02,49.86,46.19,45.02,44.21,39.69,41.6,39.79,44.67,2,1,0,,4-6 hrs,1,1,False,False,False,True,False,False
1,7.3,95.4,66.58,65.83,59.37,59.92,58.78,54.73,55.08,48.63,58.61,6,1,1,,4-6 hrs,2,1,False,False,False,False,True,False
0,4.7,74.8,57.99,57.24,62.62,60.69,65.38,63.57,70.25,71.94,63.71,2,0,1,,4-6 hrs,0,1,False,False,False,False,False,True
1,5.3,73.9,55.7,60.47,60.66,59.27,63.73,64.56,66.66,69.57,62.58,1,1,1,,6-8 hrs,2,1,False,False,True,False,False,False
0,0.5,67.9,78.97,75.44,70.0,66.94,67.22,62.76,64.16,67.37,69.11,7,1,0,,4-6 hrs,1,1,False,False,False,True,False,False
1,2.1,78.4,75.0,77.01,76.73,77.81,74.64,75.42,74.64,72.91,75.52,2,1,0,,2-4 hrs,2,2,False,True,False,False,False,False
1,6.3,78.0,55.21,58.93,57.48,60.34,60.82,65.17,68.29,69.98,62.03,4,1,1,,4-6 hrs,2,1,False,False,False,True,False,False
0,5.1,86.2,67.12,65.35,64.26,64.89,67.94,66.21,67.44,65.76,66.12,4,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
0,4.2,84.0,52.1,52.59,54.44,55.63,58.82,59.9,65.55,63.81,57.86,4,0,0,,6-8 hrs,2,2,False,False,False,False,True,False
1,5.6,72.5,73.24,73.25,70.35,72.39,73.17,69.32,71.45,70.81,71.75,2,1,1,,4-6 hrs,2,1,False,False,False,False,False,False
0,7.8,78.9,68.05,64.59,66.11,66.02,65.39,64.97,68.41,66.15,66.21,2,1,0,,4-6 hrs,1,0,False,False,False,True,False,False
0,4.1,79.0,57.59,57.58,61.36,62.62,64.69,66.78,67.0,67.57,63.15,8,1,0,,6-8 hrs,1,2,False,False,True,False,False,False
0,4.6,67.8,79.57,79.67,79.8,79.66,77.33,79.24,80.07,79.74,79.38,0,1,1,,6-8 hrs,0,1,False,False,True,False,False,False
1,4.9,74.2,70.7,76.02,71.5,73.62,74.34,71.37,69.02,72.7,72.41,2,1,0,,4-6 hrs,1,0,False,False,False,False,True,False
1,9.3,75.8,67.75,64.7,67.26,65.28,62.07,65.12,63.9,66.97,65.38,2,1,1,,4-6 hrs,0,1,False,False,False,False,False,True
0,0.5,93.5,76.7,77.04,76.77,78.05,78.06,76.97,77.65,74.32,76.94,4,1,1,,4-6 hrs,1,1,False,False,False,False,False,True
1,5.9,83.5,62.29,59.71,63.82,64.21,59.8,61.23,63.82,61.83,62.09,3,1,1,,<2 hrs,1,1,False,False,False,False,True,False
0,4.3,87.3,61.89,63.34,69.25,68.01,68.11,68.77,68.83,68.27,67.06,3,1,1,,6-8 hrs,1,1,False,False,False,False,False,False
0,5.6,70.0,72.9,72.23,73.17,74.19,76.05,81.86,83.27,84.11,77.22,4,1,0,,<2 hrs,1,0,False,False,False,False,False,False
0,3.2,91.6,68.15,68.53,66.75,64.25,63.38,63.48,64.43,67.61,65.82,7,1,1,,>8 hrs,0,1,False,False,False,False,False,False
0,4.4,92.4,77.45,78.63,77.67,73.86,77.4,78.44,78.96,81.64,78.01,1,0,0,,4-6 hrs,1,0,True,False,False,False,False,False
2,5.9,66.0,74.26,71.99,75.89,75.41,75.67,82.65,82.25,83.17,77.66,0,1,0,,2-4 hrs,0,1,False,False,True,False,False,False
1,10.0,76.4,69.03,68.81,70.51,68.94,71.63,75.4,79.81,76.05,72.52,3,1,1,,>8 hrs,1,1,False,False,False,False,True,False
0,6.1,86.0,57.49,64.98,68.07,66.69,67.63,69.4,68.42,73.26,66.99,5,1,0,,<2 hrs,2,1,False,False,False,False,False,True
1,2.8,87.2,52.99,50.97,55.33,57.78,59.51,63.81,63.36,66.32,58.76,4,1,1,,2-4 hrs,1,2,False,False,False,False,False,True
1,3.7,76.6,82.14,75.7,83.84,86.3,84.05,92.24,90.63,92.34,85.9,3,1,0,,4-6 hrs,2,1,False,False,False,True,False,False
0,3.6,79.6,78.21,77.12,76.53,76.85,76.49,76.57,75.66,75.48,76.61,1,1,1,,6-8 hrs,2,2,False,False,True,False,False,False
0,0.9,77.2,64.67,66.87,62.15,59.51,59.58,57.33,54.27,54.19,59.82,9,1,0,,6-8 hrs,1,2,False,False,False,False,False,False
2,3.8,82.9,57.72,56.58,54.81,57.95,53.08,50.45,46.29,46.89,52.97,6,1,1,,>8 hrs,0,1,True,False,False,False,False,False
0,6.0,91.6,65.01,60.52,63.63,64.05,64.88,64.04,61.41,62.76,63.29,3,1,1,,>8 hrs,1,2,False,False,False,True,False,False
1,2.0,75.8,61.89,54.2,53.78,53.1,48.61,49.79,45.87,45.81,51.63,3,0,0,,4-6 hrs,0,1,False,False,True,False,False,False
1,6.6,90.0,59.13,59.18,65.78,68.49,69.37,70.5,71.93,71.71,67.01,4,1,1,,4-6 hrs,1,1,False,True,False,False,False,False
0,5.5,75.7,70.19,75.92,71.09,70.14,71.38,69.8,72.82,70.55,71.49,4,1,1,,6-8 hrs,0,2,True,False,False,False,False,False
1,3.0,75.2,76.65,73.26,80.24,83.37,84.13,88.42,87.95,90.94,83.12,0,1,0,,6-8 hrs,2,1,False,False,False,False,False,False
1,4.2,88.5,79.46,74.95,73.42,71.16,69.49,71.2,68.08,62.47,71.28,3,1,1,,6-8 hrs,1,1,False,False,False,False,False,True
1,7.7,89.4,54.86,59.27,56.71,60.18,62.31,66.38,63.68,69.28,61.58,5,1,1,,2-4 hrs,0,0,False,False,False,False,True,False
1,6.0,88.8,75.58,77.23,76.11,76.63,75.53,74.12,71.68,71.81,74.84,3,1,1,,6-8 hrs,2,1,False,False,True,False,False,False
1,4.5,71.5,50.8,52.12,51.65,52.85,50.95,54.19,53.62,57.32,52.94,6,1,0,,4-6 hrs,1,1,False,False,False,True,False,False
1,4.0,78.3,74.81,75.78,75.31,74.26,72.5,73.97,76.49,74.83,74.74,5,1,0,,4-6 hrs,1,0,False,False,False,True,False,False
1,4.7,88.6,54.61,57.39,53.4,52.02,56.6,53.18,51.74,53.25,54.02,0,1,1,,4-6 hrs,2,1,False,False,False,True,False,False
1,3.5,82.3,77.02,77.7,78.78,83.12,83.52,86.32,90.21,91.99,83.58,2,1,1,,6-8 hrs,0,1,False,False,False,False,True,False
2,0.5,73.4,74.55,69.47,68.38,68.24,66.77,61.59,65.12,59.34,66.68,0,1,1,,>8 hrs,0,1,False,True,False,False,False,False
1,8.6,85.7,56.36,59.43,59.58,58.53,57.43,58.71,58.96,62.0,58.88,4,1,0,,4-6 hrs,0,0,True,False,False,False,False,False
1,4.8,76.3,57.97,57.97,56.93,58.66,58.76,60.88,54.74,56.13,57.76,7,1,0,,4-6 hrs,1,1,False,False,False,False,False,True
0,5.3,96.4,65.76,64.15,66.85,66.79,70.47,67.42,75.03,73.31,68.72,3,1,1,,4-6 hrs,1,1,False,False,False,False,False,True
1,4.4,94.4,55.41,52.68,55.57,53.47,55.82,57.89,55.03,54.25,55.02,3,0,0,,4-6 hrs,2,2,False,False,False,False,False,True
0,3.0,86.8,69.54,69.05,73.21,73.15,73.5,70.53,72.67,70.5,71.52,4,1,0,,6-8 hrs,1,2,False,False,False,True,False,False
0,4.1,92.9,70.26,66.86,69.52,66.69,64.2,59.42,59.36,56.84,64.14,4,1,1,,6-8 hrs,2,0,False,True,False,False,False,False
1,1.3,82.5,71.03,71.4,75.98,74.98,80.12,80.26,80.71,84.71,77.4,3,0,1,,6-8 hrs,1,1,False,False,False,False,False,True
1,9.1,88.1,61.11,63.59,65.21,75.28,69.74,73.42,75.32,80.32,70.5,7,1,0,,6-8 hrs,2,2,False,True,False,False,False,False
0,2.0,93.8,73.56,76.52,73.82,75.16,74.68,73.69,75.22,76.17,74.85,0,1,1,,2-4 hrs,1,0,False,False,False,False,True,False
0,2.4,84.0,49.75,50.96,53.35,57.76,56.68,65.81,67.82,67.68,58.73,3,1,1,,6-8 hrs,2,1,True,False,False,False,False,False
1,3.6,80.0,54.67,53.76,52.28,55.32,55.54,54.36,51.99,53.08,53.88,5,0,0,,2-4 hrs,2,1,False,False,False,True,False,False
0,7.1,68.4,73.54,74.05,75.31,71.64,69.64,70.48,66.15,63.31,70.52,5,1,0,,6-8 hrs,2,2,False,False,False,False,True,False
1,4.5,81.3,54.8,53.35,55.19,54.34,56.42,53.66,55.61,53.81,54.65,3,1,1,,>8 hrs,0,1,False,False,False,False,False,False
2,2.0,88.6,73.4,71.66,67.47,68.6,66.01,63.1,61.9,59.85,66.5,3,1,0,,4-6 hrs,1,0,False,True,False,False,False,False
1,7.0,89.6,78.63,77.2,77.13,72.63,74.63,75.15,71.96,77.6,75.62,2,1,0,,4-6 hrs,1,1,False,False,True,False,False,False
0,6.0,86.0,72.2,74.08,67.64,67.38,69.6,73.72,70.99,66.8,70.3,2,1,1,,6-8 hrs,1,1,False,False,False,False,False,False
0,5.6,77.7,65.38,63.33,62.81,66.41,65.63,63.06,64.97,68.39,65.0,5,1,1,,6-8 hrs,1,1,True,False,False,False,False,False
0,5.9,66.2,74.62,77.11,77.34,72.35,77.98,76.92,72.75,70.7,74.97,2,1,1,,6-8 hrs,2,1,False,False,True,False,False,False
0,9.3,78.0,67.95,69.06,68.98,70.3,70.85,67.27,66.27,68.79,68.68,5,1,1,,6-8 hrs,0,0,False,False,False,False,True,False
1,8.9,79.6,72.95,72.43,76.65,76.34,79.1,82.46,83.49,85.95,78.67,0,0,0,,4-6 hrs,2,2,False,False,False,False,False,False
1,3.1,79.5,62.81,65.56,66.23,63.66,65.54,66.99,66.58,71.42,66.1,4,1,1,,6-8 hrs,2,2,False,False,False,False,False,False
1,7.7,86.9,68.55,68.21,75.5,75.92,81.45,78.45,84.09,83.58,76.97,3,1,1,,>8 hrs,1,2,False,False,False,False,True,False
1,5.3,97.9,53.31,49.81,49.81,49.79,53.41,54.23,54.71,50.76,51.98,6,1,1,,2-4 hrs,1,2,True,False,False,False,False,False
0,5.5,83.0,64.79,57.91,61.23,60.79,61.56,57.34,61.06,62.08,60.84,9,0,1,,4-6 hrs,0,0,False,False,False,False,False,False
1,1.1,80.3,48.5,49.15,51.39,50.1,49.0,52.07,50.93,47.96,49.89,7,1,1,,>8 hrs,1,1,False,False,False,True,False,False
1,4.2,79.9,65.89,60.73,59.35,55.9,53.58,48.76,51.03,50.68,55.74,3,1,0,,4-6 hrs,0,1,False,False,False,False,False,False
2,2.9,83.0,51.05,52.26,53.04,51.15,52.23,52.24,52.99,54.32,52.41,6,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
0,6.2,75.4,73.7,76.14,76.56,75.86,74.91,76.13,74.82,75.78,75.49,2,1,1,,6-8 hrs,1,2,False,False,False,False,False,True
0,6.6,83.0,60.91,54.95,57.14,47.66,50.05,41.48,44.54,43.81,50.07,4,1,0,,4-6 hrs,1,1,False,False,False,True,False,False
2,0.5,85.6,56.17,59.22,56.39,57.67,59.91,58.71,60.58,58.75,58.42,3,1,0,,6-8 hrs,2,0,False,False,False,False,True,False
1,4.5,83.7,63.37,59.6,60.28,52.58,52.25,51.24,54.22,45.61,54.89,3,1,0,,6-8 hrs,1,1,False,False,False,False,True,False
1,6.7,85.7,65.64,62.5,64.99,63.05,63.82,62.09,63.71,65.08,63.86,1,1,1,,2-4 hrs,0,1,False,False,False,False,False,False
0,4.1,85.5,57.4,56.11,52.51,55.38,45.27,46.73,42.05,44.16,49.95,3,1,1,,>8 hrs,1,1,False,True,False,False,False,False
0,6.0,67.8,64.6,59.46,61.31,61.39,62.63,59.1,63.4,64.17,62.01,5,1,1,,6-8 hrs,1,2,True,False,False,False,False,False
1,5.2,87.1,65.24,60.32,60.77,59.33,54.88,52.15,52.43,49.54,56.83,4,1,0,,>8 hrs,1,1,False,False,False,False,False,False
0,5.2,76.6,68.23,69.93,68.07,67.43,69.05,73.99,68.81,72.61,69.77,4,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
1,4.0,73.2,57.93,62.71,60.11,61.02,63.64,64.68,68.93,71.29,63.79,2,1,1,,>8 hrs,0,1,False,False,False,True,False,False
1,2.1,73.2,49.71,53.84,53.03,50.39,48.2,51.85,55.28,52.96,51.91,6,1,1,,>8 hrs,1,2,True,False,False,False,False,False
0,2.3,85.5,62.47,62.3,64.03,64.64,64.89,67.09,66.54,61.92,64.24,2,0,1,,4-6 hrs,2,2,False,False,True,False,False,False
0,5.9,80.2,59.3,59.97,60.18,54.64,62.52,58.89,62.16,59.89,59.69,2,1,0,,4-6 hrs,2,1,False,False,False,True,False,False
0,4.5,68.5,58.06,52.36,53.88,55.69,55.95,57.54,57.06,55.52,55.76,8,1,1,,4-6 hrs,2,1,False,False,False,True,False,False
1,4.2,85.8,75.2,80.09,77.53,83.42,86.02,83.26,85.77,89.36,82.58,2,1,1,,6-8 hrs,0,1,False,False,False,True,False,False
0,3.7,70.5,53.57,56.15,56.46,54.87,55.19,57.39,55.08,52.0,55.09,4,1,0,,>8 hrs,2,1,False,False,False,False,False,False
1,3.9,83.1,56.91,53.77,55.01,57.43,57.52,58.72,57.3,57.05,56.71,4,1,1,,4-6 hrs,1,1,False,False,True,False,False,False
1,6.6,83.9,68.48,71.58,73.05,71.62,73.74,78.94,79.99,86.63,75.5,2,1,1,,6-8 hrs,1,1,False,True,False,False,False,False
0,3.8,89.1,71.52,72.63,75.04,75.79,81.27,80.3,83.9,85.85,78.29,3,1,1,,6-8 hrs,1,1,False,False,False,False,False,True
0,1.8,96.3,51.82,52.0,52.23,46.55,44.16,42.35,44.08,40.55,46.72,2,1,0,,6-8 hrs,0,2,False,True,False,False,False,False
0,6.0,71.1,61.35,67.73,67.72,65.77,69.65,73.44,74.65,70.48,68.85,0,1,0,,2-4 hrs,0,0,False,False,False,False,False,False
0,4.1,81.6,60.94,64.13,60.4,65.43,64.69,66.61,71.33,72.77,65.79,4,1,1,,2-4 hrs,1,1,False,False,False,False,True,False
0,4.6,79.8,77.15,78.57,82.43,83.73,85.05,86.85,89.34,90.24,84.17,0,1,0,,6-8 hrs,1,0,False,False,False,True,False,False
0,7.7,85.5,76.51,73.36,67.05,69.2,67.19,64.99,61.86,58.26,67.3,0,1,1,,4-6 hrs,1,2,False,False,False,False,False,True
1,4.5,83.7,64.37,66.56,63.6,62.66,62.09,63.5,66.33,60.48,63.7,5,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
1,5.1,79.2,77.85,81.43,76.33,76.08,69.35,72.96,73.24,70.34,74.7,3,1,1,,6-8 hrs,1,1,True,False,False,False,False,False
1,2.1,78.5,74.83,73.45,72.28,73.19,66.37,62.67,66.78,60.22,68.72,4,1,1,,>8 hrs,1,1,False,False,False,False,False,True
1,4.1,73.1,70.12,70.47,67.35,73.24,65.77,66.62,69.13,67.59,68.79,1,1,0,,4-6 hrs,0,2,True,False,False,False,False,False
0,5.7,89.9,67.18,68.6,64.21,64.77,63.58,63.5,63.95,61.09,64.61,6,1,0,,4-6 hrs,2,1,False,False,False,True,False,False
0,1.4,85.7,55.48,59.14,55.49,55.6,55.58,56.8,58.54,63.31,57.49,7,1,1,,6-8 hrs,2,0,False,False,False,True,False,False
1,4.9,89.3,58.02,60.18,63.21,65.48,66.09,68.32,64.18,71.49,64.62,1,1,0,,6-8 hrs,0,0,False,True,False,False,False,False
1,4.7,79.5,66.38,70.18,68.39,66.62,65.1,65.63,65.75,67.57,66.95,3,1,0,,4-6 hrs,1,1,False,False,False,True,False,False
0,4.6,76.7,77.58,77.65,77.42,79.56,81.53,78.71,76.72,79.25,78.55,2,0,0,,4-6 hrs,2,0,True,False,False,False,False,False
1,6.6,73.4,55.32,57.39,53.37,58.06,56.0,55.21,57.58,52.79,55.72,4,1,0,,2-4 hrs,1,2,False,False,True,False,False,False
0,5.2,84.9,57.02,54.84,58.26,60.86,56.24,57.02,56.43,56.8,57.18,7,1,0,,6-8 hrs,1,1,False,False,False,False,False,False
0,7.5,73.7,60.19,63.37,57.35,58.35,55.91,53.06,55.71,50.15,56.76,4,0,1,,4-6 hrs,2,2,False,False,False,True,False,False
0,2.5,96.8,69.3,71.38,69.99,73.55,67.28,71.87,70.35,67.67,70.17,4,1,0,,>8 hrs,2,1,False,False,False,True,False,False
0,4.8,71.5,56.18,49.24,58.28,50.21,48.2,50.7,42.94,45.63,50.17,1,1,0,,4-6 hrs,1,1,False,False,False,False,False,False
0,4.7,84.2,59.75,53.96,58.59,58.57,56.44,56.67,53.92,57.75,56.96,3,1,0,,6-8 hrs,1,1,False,False,False,False,True,False
1,2.4,94.5,66.71,68.21,67.89,69.82,74.71,76.75,76.78,78.27,72.39,2,1,0,,6-8 hrs,2,2,False,False,False,True,False,False
0,6.4,86.8,61.38,62.39,59.29,58.2,52.65,51.63,46.14,49.97,55.21,3,0,0,,4-6 hrs,1,0,False,False,False,False,False,False
0,9.1,83.4,59.78,62.38,55.36,57.42,52.27,48.16,47.58,43.96,53.36,5,1,1,,6-8 hrs,0,1,False,False,False,False,False,False
1,4.5,74.3,77.12,74.74,74.79,68.63,68.31,67.51,64.26,64.34,69.96,4,0,1,,4-6 hrs,1,1,False,False,True,False,False,False
0,5.5,70.9,62.85,76.11,72.57,73.01,72.32,75.2,83.5,85.2,75.1,3,1,1,,4-6 hrs,2,0,False,True,False,False,False,False
0,4.7,88.2,49.15,50.19,51.65,53.53,50.34,52.11,49.3,50.9,50.9,6,1,1,,6-8 hrs,1,1,False,False,False,False,False,False
0,3.1,94.0,73.65,66.43,68.94,63.66,63.09,61.21,59.16,58.11,64.28,5,0,1,,6-8 hrs,1,1,False,False,False,True,False,False
0,0.9,78.5,74.05,77.33,74.5,76.5,74.53,79.4,77.42,78.09,76.48,0,1,0,,4-6 hrs,0,1,False,False,False,False,False,False
0,3.1,72.9,70.32,70.69,69.84,71.19,70.63,69.54,73.96,68.56,70.59,3,1,0,,<2 hrs,1,1,False,False,True,False,False,False
0,1.7,62.3,65.76,65.04,63.72,69.02,64.96,59.78,62.83,62.74,64.23,2,1,0,,6-8 hrs,2,1,False,False,False,False,True,False
0,7.9,74.2,63.32,61.92,64.11,65.01,69.33,69.71,75.12,75.74,68.03,5,1,1,,6-8 hrs,1,0,False,False,False,False,False,False
0,4.3,81.1,73.15,73.73,74.02,74.78,74.49,72.32,75.77,73.43,73.96,5,1,1,,2-4 hrs,0,1,False,False,False,False,False,True
0,3.8,94.8,65.69,69.75,64.31,58.16,57.51,60.04,57.68,53.23,60.8,5,1,0,,<2 hrs,2,1,False,True,False,False,False,False
0,6.3,87.4,50.43,55.89,54.08,55.38,53.19,51.34,52.38,50.71,52.92,8,1,0,,4-6 hrs,1,1,False,True,False,False,False,False
0,2.3,84.4,78.96,75.32,78.12,80.36,76.07,78.34,74.59,75.69,77.18,4,0,1,,>8 hrs,1,2,False,False,False,True,False,False
1,3.0,78.8,59.14,61.02,56.74,60.41,62.31,61.94,58.05,59.06,59.83,6,1,1,,4-6 hrs,0,1,True,False,False,False,False,False
0,4.6,77.3,59.21,61.57,66.04,68.22,69.66,69.59,76.08,72.44,67.85,2,1,0,,4-6 hrs,0,2,False,False,False,False,True,False
0,6.6,93.2,66.46,62.78,65.93,59.62,64.25,57.71,60.54,63.96,62.66,3,1,0,,6-8 hrs,1,0,False,False,False,False,False,True
1,5.5,83.6,53.9,52.72,45.6,46.2,44.52,40.44,40.57,39.1,45.38,7,1,0,,2-4 hrs,2,0,True,False,False,False,False,False
0,5.0,65.2,67.28,67.8,70.51,66.1,67.73,69.48,67.15,69.23,68.16,4,1,1,,6-8 hrs,1,2,False,False,True,False,False,False
1,4.7,76.6,75.76,75.19,76.84,77.99,77.88,76.65,77.32,79.12,77.09,1,1,0,,6-8 hrs,1,0,False,False,True,False,False,False
1,5.3,75.1,73.3,74.06,77.53,78.83,80.45,80.41,79.17,78.25,77.75,1,1,0,,4-6 hrs,0,0,False,False,False,False,False,True
0,4.9,77.6,64.43,59.18,59.28,59.09,62.08,64.99,57.16,57.42,60.45,0,1,1,,>8 hrs,0,0,False,False,False,False,False,False
1,2.4,86.5,64.29,69.49,63.87,68.93,67.85,64.8,67.05,63.3,66.2,4,1,1,,4-6 hrs,1,0,False,False,True,False,False,False
0,4.6,81.1,54.75,53.76,57.61,51.71,50.53,56.9,50.46,54.69,53.8,2,1,1,,4-6 hrs,0,2,False,False,False,True,False,False
0,2.4,81.4,63.52,63.0,67.87,64.51,67.96,69.74,75.82,76.74,68.64,5,1,1,,6-8 hrs,1,2,False,False,False,True,False,False
0,4.7,92.5,65.16,61.34,60.69,56.49,58.09,56.09,52.11,50.32,57.54,6,1,0,,6-8 hrs,1,1,False,False,False,False,False,False
1,3.5,76.4,56.65,55.82,59.46,58.16,60.49,60.02,62.46,59.86,59.11,5,1,0,,6-8 hrs,0,1,False,False,False,False,False,True
1,9.6,96.9,56.72,60.71,58.36,54.11,60.22,60.09,59.34,58.55,58.51,5,0,1,,4-6 hrs,2,2,False,False,False,False,True,False
0,4.4,76.6,65.81,70.36,65.26,66.48,68.64,66.23,66.49,68.0,67.16,6,1,1,,6-8 hrs,1,0,False,False,False,False,False,False
2,1.7,82.7,61.91,63.16,65.51,63.76,68.07,66.31,64.36,62.06,64.39,6,1,1,,6-8 hrs,1,1,True,False,False,False,False,False
0,4.2,79.8,50.2,51.4,46.78,51.66,49.32,49.66,52.57,47.47,49.88,1,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
1,5.5,83.0,80.41,82.96,73.84,77.72,79.4,80.81,77.1,77.66,78.74,4,1,1,,4-6 hrs,0,1,False,False,False,False,False,True
0,7.8,85.6,55.49,53.5,55.06,53.13,51.64,54.63,50.1,51.8,53.17,5,1,1,,6-8 hrs,2,1,True,False,False,False,False,False
0,3.3,85.5,81.55,74.0,75.87,73.61,68.31,70.13,67.11,67.89,72.31,3,1,1,,4-6 hrs,2,2,False,True,False,False,False,False
0,1.3,76.0,66.86,67.26,64.15,65.68,67.16,66.51,68.95,67.66,66.78,4,1,0,,2-4 hrs,1,2,True,False,False,False,False,False
1,6.1,73.0,71.31,73.19,74.31,74.16,70.04,69.76,67.08,69.48,71.17,2,0,1,,6-8 hrs,0,2,False,False,False,False,False,False
0,1.7,100.0,58.53,56.6,51.61,53.2,48.54,48.03,45.03,46.82,51.04,0,1,1,,>8 hrs,0,2,False,False,False,False,False,True
0,3.6,78.1,73.65,74.79,75.21,79.04,82.32,82.73,84.75,84.81,79.66,1,1,1,,4-6 hrs,0,0,False,False,False,True,False,False
2,4.0,87.6,73.7,71.99,68.26,70.1,69.4,68.22,67.86,71.1,70.08,0,0,0,,<2 hrs,1,2,False,False,False,False,False,False
1,4.4,69.1,55.68,56.13,60.67,60.73,58.99,66.26,65.39,68.43,61.54,0,1,1,,>8 hrs,1,2,False,False,False,False,True,False
0,5.9,79.8,70.47,68.54,66.53,65.97,67.24,66.68,68.8,67.66,67.74,6,1,0,,4-6 hrs,2,1,False,False,False,False,False,False
0,3.1,81.0,70.2,73.09,70.87,71.1,72.2,69.73,73.43,71.76,71.55,1,1,0,,6-8 hrs,1,2,False,False,False,False,True,False
